timeframe,cluster2017,NumOccupiedHsgUnits,NumOccupiedHsgUnits_m,cluster2017_nf,start_date,end_date,PctSameHouse5YearsAgo,PctVacantHsgUnitsForRent,PctOwnerOccupiedHsgUnits,PctVacantHUForRent_m,PctOwnerOccupiedHU_m,mprice_sf,sales_sf,MedianMrtgInc1_4m_adj,NumMrtgOrigHomePurchPerUnit,PctSubprimeConvOrigHomePur,forecl_ssl_1Kpcl_sf_condo,forecl_ssl_sf_condo,trustee_ssl_1Kpcl_sf_condo,trustee_ssl_sf_condo,PctAnnChgRMPriceSf_1yr,PctAnnChgRMPriceSf_5yr,PctAnnChgRMPriceSf_10yr,indc
2016,"Dupont Circle, Connecticut Avenue/K Street",X,.,Cluster 6,1-Jan-16,31-Dec-16,X,X,X,X,X,1210000,27,131676,157,0,0.2,1,0.2,1,.,.,.,1
1995,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-95,31-Dec-95,X,X,X,X,X,75000,43,77666,54,0,15,35,5.1,12,.,.,.,1
1996,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-96,31-Dec-96,X,X,X,X,X,75750,47,86159,72,0,20,47,6.4,15,.,.,.,1
1997,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-97,31-Dec-97,X,X,X,X,X,88500,70,87324,82,0,16,37,7.3,17,.,.,.,1
1998,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-98,31-Dec-98,X,X,X,X,X,102750,66,99980,89,0,18,41,5.6,13,.,.,.,1
1999,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-99,31-Dec-99,X,X,X,X,X,113000,74,99859,86,0,19,44,8.5,20,.,.,.,1
2000,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-00,31-Dec-00,X,X,X,X,X,139000,77,107878,127,0,12,29,3.4,8,.,.,.,1
2001,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-01,31-Dec-01,X,X,X,X,X,199900,67,122761,130,0,8.1,19,3.4,8,.,.,.,1
2002,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-02,31-Dec-02,X,X,X,X,X,251500,86,117718,229,0,6.9,17,0.4,1,.,.,.,1
2003,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-03,31-Dec-03,X,X,X,X,X,342500,90,131385,209,0,7.9,21,0,0,.,.,.,1
2004,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-04,31-Dec-04,X,X,X,X,X,399000,79,127201,228,0,3.8,12,0.6,2,.,.,.,1
2005,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-05,31-Dec-05,X,X,X,X,X,500000,64,127201,228,0,4.3,15,0.3,1,.,.,.,1
2006,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-06,31-Dec-06,X,X,X,X,X,558900,46,127201,228,0,4.7,17,0.3,1,.,.,.,1
2007,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-07,31-Dec-07,X,X,X,X,X,618000,33,127201,228,0,11,43,1.6,6,.,.,.,1
2008,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-08,31-Dec-08,X,X,X,X,X,515000,38,127201,228,0,15,58,6.6,26,.,.,.,1
2009,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-09,31-Dec-09,X,X,X,X,X,510000,25,127201,228,0,17,70,6.2,25,.,.,.,1
2010,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-10,31-Dec-10,X,X,X,X,X,591000,34,127201,228,0,19,75,5.2,21,.,.,.,1
2011,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-11,31-Dec-11,X,X,X,X,X,570000,33,127201,228,0,0.5,2,1,4,.,.,.,1
2012,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-12,31-Dec-12,X,X,X,X,X,680000,51,127201,228,0,0.7,3,0,0,.,.,.,1
2013,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-13,31-Dec-13,X,X,X,X,X,810000,27,127201,228,0,0.5,2,0,0,.,.,.,1
2014,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-14,31-Dec-14,X,X,X,X,X,775000,39,127201,228,0,0.5,2,0,0,.,.,.,1
2015,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-15,31-Dec-15,X,X,X,X,X,853500,36,127201,228,0,0.5,2,0,0,.,.,.,1
2016,"Shaw, Logan Circle",X,.,Cluster 7,1-Jan-16,31-Dec-16,X,X,X,X,X,890001,29,127201,228,0,0.5,2,0,0,.,.,.,1
1995,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-95,31-Dec-95,X,X,X,X,X,83000,7,73027,69,0,7.7,7,1.1,1,.,.,.,1
1996,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-96,31-Dec-96,X,X,X,X,X,105000,7,74011,65,0,9.9,9,2.2,2,.,.,.,1
1997,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-97,31-Dec-97,X,X,X,X,X,93250,6,76732,80,0.1,13,12,1.1,1,.,.,.,1
1998,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-98,31-Dec-98,X,X,X,X,X,132000,4,95546,74,0,9.9,9,0,0,.,.,.,1
1999,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-99,31-Dec-99,X,X,X,X,X,174500,7,86112,99,0,11,10,2.2,2,.,.,.,1
2000,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-00,31-Dec-00,X,X,X,X,X,295000,2,126348,117,0,2.2,2,2.2,2,.,.,.,1
2001,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-01,31-Dec-01,X,X,X,X,X,160000,5,97784,192,0,7.7,7,0,0,.,.,.,1
2002,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-02,31-Dec-02,X,X,X,X,X,319500,4,115386,493,0,8.3,8,2.1,2,.,.,.,1
2003,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-03,31-Dec-03,X,X,X,X,X,597500,6,116041,999,0,7.9,8,1,1,.,.,.,1
2004,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-04,31-Dec-04,X,X,X,X,X,470500,6,128190,616,0,1.8,3,0,0,.,.,.,1
2005,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-05,31-Dec-05,X,X,X,X,X,340000,4,128190,616,0,1.4,4,0,0,.,.,.,1
2006,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-06,31-Dec-06,X,X,X,X,X,712500,3,128190,616,0,2.2,8,0.3,1,.,.,.,1
2007,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-07,31-Dec-07,X,X,X,X,X,795000,3,128190,616,0,13,53,4,16,.,.,.,1
2008,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-08,31-Dec-08,X,X,X,X,X,373950,2,128190,616,0,14,68,6.2,31,.,.,.,1
2009,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-09,31-Dec-09,X,X,X,X,X,.,0,128190,616,0,24,121,7,35,.,.,.,1
2010,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-10,31-Dec-10,X,X,X,X,X,502000,2,128190,616,0,15,87,3.9,22,.,.,.,1
2011,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-11,31-Dec-11,X,X,X,X,X,620000,1,128190,616,0,1.8,10,0.7,4,.,.,.,1
2012,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-12,31-Dec-12,X,X,X,X,X,634750,6,128190,616,0,0,0,0.2,1,.,.,.,1
2013,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-13,31-Dec-13,X,X,X,X,X,1015938,4,128190,616,0,0.4,2,0.2,1,.,.,.,1
2014,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-14,31-Dec-14,X,X,X,X,X,537500,4,128190,616,0,0.4,2,0.2,1,.,.,.,1
2015,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-15,31-Dec-15,X,X,X,X,X,786250,4,128190,616,0,0.4,2,0.2,1,.,.,.,1
2016,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",X,.,Cluster 8,1-Jan-16,31-Dec-16,X,X,X,X,X,785000,3,128190,616,0,0.4,2,0.2,1,.,.,.,1
1995,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-95,31-Dec-95,X,X,X,X,X,200000,11,65776,26,0.1,16,31,4.7,9,.,.,.,1
1996,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-96,31-Dec-96,X,X,X,X,X,189350,14,75713,44,0,14,26,5.7,11,.,.,.,1
1997,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-97,31-Dec-97,X,X,X,X,X,160000,9,75403,49,0,15,28,7.3,14,.,.,.,1
1998,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-98,31-Dec-98,X,X,X,X,X,195250,18,84503,59,0,15,29,3.6,7,.,.,.,1
1999,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-99,31-Dec-99,X,X,X,X,X,199530,18,103316,95,0,15,28,5.2,10,.,.,.,1
2000,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-00,31-Dec-00,X,X,X,X,X,269768,24,91504,64,0,8.3,16,2.6,5,.,.,.,1
2001,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-01,31-Dec-01,X,X,X,X,X,381000,105,76786,72,0,10,20,4.2,8,.,.,.,1
2002,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-02,31-Dec-02,X,X,X,X,X,400000,17,88171,104,0,12,24,1,2,.,.,.,1
2003,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-03,31-Dec-03,X,X,X,X,X,332000,20,103189,158,0.1,7.2,14,0.5,1,.,.,.,1
2004,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-04,31-Dec-04,X,X,X,X,X,429500,20,106298,54,0.1,8.2,16,1.5,3,.,.,.,1
2005,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-05,31-Dec-05,X,X,X,X,X,400000,15,106298,54,0.1,4.4,10,0.4,1,.,.,.,1
2006,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-06,31-Dec-06,X,X,X,X,X,490000,21,106298,54,0.1,7.9,18,0,0,.,.,.,1
2007,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-07,31-Dec-07,X,X,X,X,X,645000,7,106298,54,0.1,9.4,25,0.8,2,.,.,.,1
2008,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-08,31-Dec-08,X,X,X,X,X,650000,15,106298,54,0.1,16,43,4.5,12,.,.,.,1
2009,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-09,31-Dec-09,X,X,X,X,X,640000,9,106298,54,0.1,22,58,3.4,9,.,.,.,1
2010,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-10,31-Dec-10,X,X,X,X,X,628750,10,106298,54,0.1,13,35,4.7,13,.,.,.,1
2011,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-11,31-Dec-11,X,X,X,X,X,302500,10,106298,54,0.1,0.4,1,1.1,3,.,.,.,1
2012,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-12,31-Dec-12,X,X,X,X,X,692250,10,106298,54,0.1,0,0,0.3,1,.,.,.,1
2013,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-13,31-Dec-13,X,X,X,X,X,675000,13,106298,54,0.1,0,0,0.3,1,.,.,.,1
2014,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-14,31-Dec-14,X,X,X,X,X,720000,11,106298,54,0.1,0,0,0.3,1,.,.,.,1
2015,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-15,31-Dec-15,X,X,X,X,X,800000,17,106298,54,0.1,0,0,0.3,1,.,.,.,1
2016,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",X,.,Cluster 9,1-Jan-16,31-Dec-16,X,X,X,X,X,880500,12,106298,54,0.1,0,0,0.3,1,.,.,.,1
1995,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-95,31-Dec-95,X,X,X,X,X,290000,160,143534,82,0,1.9,9,0.4,2,.,.,.,1
1996,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-96,31-Dec-96,X,X,X,X,X,294625,174,151916,91,0,2.5,12,0.6,3,.,.,.,1
1997,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-97,31-Dec-97,X,X,X,X,X,312500,214,156322,91,0,2.8,13,0.4,2,.,.,.,1
1998,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-98,31-Dec-98,X,X,X,X,X,328000,279,170606,63,0,2.5,12,0.2,1,.,.,.,1
1999,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-99,31-Dec-99,X,X,X,X,X,370000,259,184357,76,0,1.5,7,0.4,2,.,.,.,1
2000,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-00,31-Dec-00,X,X,X,X,X,414000,149,181317,69,0,1.3,6,0,0,.,.,.,1
2001,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-01,31-Dec-01,X,X,X,X,X,485000,163,178935,65,0,0.6,3,0,0,.,.,.,1
2002,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-02,31-Dec-02,X,X,X,X,X,555000,192,186061,54,0,1.5,7,0,0,.,.,.,1
2003,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-03,31-Dec-03,X,X,X,X,X,650000,203,201311,55,0,1.9,9,0.2,1,.,.,.,1
2004,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-04,31-Dec-04,X,X,X,X,X,719250,162,206658,58,0,2.1,10,0,0,.,.,.,1
2005,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-05,31-Dec-05,X,X,X,X,X,799889,164,206658,58,0,1.7,8,0.2,1,.,.,.,1
2006,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-06,31-Dec-06,X,X,X,X,X,827000,155,206658,58,0,0.6,3,0.2,1,.,.,.,1
2007,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-07,31-Dec-07,X,X,X,X,X,852164,172,206658,58,0,1.5,7,0.2,1,.,.,.,1
2008,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-08,31-Dec-08,X,X,X,X,X,862000,131,206658,58,0,3.4,16,0.6,3,.,.,.,1
2009,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-09,31-Dec-09,X,X,X,X,X,802500,142,206658,58,0,5.5,26,1.7,8,.,.,.,1
2010,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-10,31-Dec-10,X,X,X,X,X,831000,151,206658,58,0,4.2,20,0.4,2,.,.,.,1
2011,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-11,31-Dec-11,X,X,X,X,X,820000,127,206658,58,0,0,0,0.2,1,.,.,.,1
2012,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-12,31-Dec-12,X,X,X,X,X,853500,159,206658,58,0,0,0,0.2,1,.,.,.,1
2013,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-13,31-Dec-13,X,X,X,X,X,885000,161,206658,58,0,0,0,0,0,.,.,.,1
2014,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-14,31-Dec-14,X,X,X,X,X,947500,132,206658,58,0,0,0,0,0,.,.,.,1
2015,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-15,31-Dec-15,X,X,X,X,X,950889,151,206658,58,0,0,0,0,0,.,.,.,1
2016,"Hawthorne, Barnaby Woods, Chevy Chase",X,.,Cluster 10,1-Jan-16,31-Dec-16,X,X,X,X,X,975000,163,206658,58,0,0,0,0,0,.,.,.,1
1995,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-95,31-Dec-95,X,X,X,X,X,295000,167,134992,65,0,1.3,5,0.3,1,.,.,.,1
1996,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-96,31-Dec-96,X,X,X,X,X,286500,151,141337,93,0,1.6,6,0.8,3,.,.,.,1
1997,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-97,31-Dec-97,X,X,X,X,X,290000,183,158660,84,0,1.3,5,0.3,1,.,.,.,1
1998,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-98,31-Dec-98,X,X,X,X,X,321893,254,170299,74,0,1.8,7,0.8,3,.,.,.,1
1999,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-99,31-Dec-99,X,X,X,X,X,375000,233,156731,76,0,1,4,0.3,1,.,.,.,1
2000,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-00,31-Dec-00,X,X,X,X,X,430000,165,169440,74,0,1.3,5,0.8,3,.,.,.,1
2001,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-01,31-Dec-01,X,X,X,X,X,470000,157,163299,69,0,0.8,3,0.3,1,.,.,.,1
2002,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-02,31-Dec-02,X,X,X,X,X,550000,174,185188,71,0,0.8,3,0,0,.,.,.,1
2003,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-03,31-Dec-03,X,X,X,X,X,620788,192,164547,103,0,0.8,3,0,0,.,.,.,1
2004,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-04,31-Dec-04,X,X,X,X,X,715000,172,177560,64,0,1.3,5,0.3,1,.,.,.,1
2005,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-05,31-Dec-05,X,X,X,X,X,803000,165,177560,64,0,1.5,6,0.5,2,.,.,.,1
2006,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-06,31-Dec-06,X,X,X,X,X,792000,117,177560,64,0,0.5,2,0.5,2,.,.,.,1
2007,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-07,31-Dec-07,X,X,X,X,X,837500,158,177560,64,0,1.9,8,0.7,3,.,.,.,1
2008,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-08,31-Dec-08,X,X,X,X,X,825000,147,177560,64,0,3.1,13,0.7,3,.,.,.,1
2009,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-09,31-Dec-09,X,X,X,X,X,786000,122,177560,64,0,4.3,18,1.2,5,.,.,.,1
2010,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-10,31-Dec-10,X,X,X,X,X,798000,144,177560,64,0,3.8,16,1,4,.,.,.,1
2011,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-11,31-Dec-11,X,X,X,X,X,830000,135,177560,64,0,0,0,0.2,1,.,.,.,1
2012,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-12,31-Dec-12,X,X,X,X,X,855000,131,177560,64,0,0,0,0,0,.,.,.,1
2013,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-13,31-Dec-13,X,X,X,X,X,890000,125,177560,64,0,0,0,0.2,1,.,.,.,1
2014,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-14,31-Dec-14,X,X,X,X,X,937500,108,177560,64,0,0,0,0.2,1,.,.,.,1
2015,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-15,31-Dec-15,X,X,X,X,X,1002000,137,177560,64,0,0,0,0.2,1,.,.,.,1
2016,"Friendship Heights, American University Park, Tenleytown",X,.,Cluster 11,1-Jan-16,31-Dec-16,X,X,X,X,X,1050000,121,177560,64,0,0,0,0.2,1,.,.,.,1
1995,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-95,31-Dec-95,X,X,X,X,X,325000,44,126062,62,0,4.1,10,0.4,1,.,.,.,1
1996,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-96,31-Dec-96,X,X,X,X,X,322500,32,122865,90,0,2.5,6,0,0,.,.,.,1
1997,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-97,31-Dec-97,X,X,X,X,X,409000,43,133083,91,0,3.3,8,0,0,.,.,.,1
1998,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-98,31-Dec-98,X,X,X,X,X,386000,51,142777,91,0,3.3,8,0,0,.,.,.,1
1999,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-99,31-Dec-99,X,X,X,X,X,489000,39,154237,99,0,2.1,5,0.4,1,.,.,.,1
2000,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-00,31-Dec-00,X,X,X,X,X,473900,39,144947,84,0,2.5,6,0,0,.,.,.,1
2001,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-01,31-Dec-01,X,X,X,X,X,745000,39,149505,93,0,1.6,4,0.4,1,.,.,.,1
2002,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-02,31-Dec-02,X,X,X,X,X,649500,38,164692,91,0,3.2,8,0,0,.,.,.,1
2003,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-03,31-Dec-03,X,X,X,X,X,801450,46,165384,103,0,3.2,8,0.4,1,.,.,.,1
2004,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-04,31-Dec-04,X,X,X,X,X,827000,40,154180,72,0,1.2,3,0,0,.,.,.,1
2005,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-05,31-Dec-05,X,X,X,X,X,965000,29,154180,72,0,2,5,0,0,.,.,.,1
2006,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-06,31-Dec-06,X,X,X,X,X,985000,32,154180,72,0,1.6,4,0.8,2,.,.,.,1
2007,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-07,31-Dec-07,X,X,X,X,X,918000,31,154180,72,0,1.6,4,0.4,1,.,.,.,1
2008,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-08,31-Dec-08,X,X,X,X,X,1255000,20,154180,72,0,3.2,8,0.8,2,.,.,.,1
2009,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-09,31-Dec-09,X,X,X,X,X,956000,22,154180,72,0,5.6,14,1.2,3,.,.,.,1
2010,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-10,31-Dec-10,X,X,X,X,X,1015000,22,154180,72,0,5.6,14,0.4,1,.,.,.,1
2011,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-11,31-Dec-11,X,X,X,X,X,980000,34,154180,72,0,0,0,0.4,1,.,.,.,1
2012,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-12,31-Dec-12,X,X,X,X,X,930000,39,154180,72,0,0.8,2,0,0,.,.,.,1
2013,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-13,31-Dec-13,X,X,X,X,X,1169500,36,154180,72,0,0,0,0.4,1,.,.,.,1
2014,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-14,31-Dec-14,X,X,X,X,X,1107500,28,154180,72,0,0,0,0.4,1,.,.,.,1
2015,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-15,31-Dec-15,X,X,X,X,X,1312500,18,154180,72,0,0,0,0.4,1,.,.,.,1
2016,"North Cleveland Park, Forest Hills, Van Ness",X,.,Cluster 12,1-Jan-16,31-Dec-16,X,X,X,X,X,1397500,30,154180,72,0,0,0,0.4,1,.,.,.,1
1995,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",X,.,Cluster 13,1-Jan-95,31-Dec-95,X,X,X,X,X,390000,133,189781,61,0,2.8,12,0.7,3,.,.,.,1
1996,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",X,.,Cluster 13,1-Jan-96,31-Dec-96,X,X,X,X,X,375000,175,194123,80,0,2.3,10,0.2,1,.,.,.,1
1997,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",X,.,Cluster 13,1-Jan-97,31-Dec-97,X,X,X,X,X,420000,221,196855,88,0,3,13,0.5,2,.,.,.,1
1998,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",X,.,Cluster 13,1-Jan-98,31-Dec-98,X,X,X,X,X,430000,245,206625,84,0,2.8,12,0.7,3,.,.,.,1
1999,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",X,.,Cluster 13,1-Jan-99,31-Dec-99,X,X,X,X,X,480000,251,229460,75,0,1.6,7,0.2,1,.,.,.,1
2000,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",X,.,Cluster 13,1-Jan-00,31-Dec-00,X,X,X,X,X,500000,167,210086,80,0,0.7,3,0.5,2,.,.,.,1
